geneID,variable,value
RRP6,goP,GO:0071044
RRP6,goP,GO:0071028
RRP6,goP,GO:0071040
RRP6,goP,GO:0071039
RRP6,goP,GO:0071042
RRP6,goP,GO:0071035
RRP6,goP,GO:0071036
RRP6,goP,GO:0071037
RRP6,goP,GO:0071038
RRP6,goP,GO:0071051
RRP6,goP,GO:0000973
RRP6,goP,GO:0006401
RRP6,goP,GO:0006396
RRP6,goP,GO:0034473
RRP6,goP,GO:0034475
RRP6,goP,GO:0034476
PWP2,goP,GO:0000480
PWP2,goP,GO:0000447
PWP2,goP,GO:0000472
PWP2,goP,GO:0030010
PWP2,goP,GO:0030490
PWP2,goP,GO:0000462
PWP2,goP,GO:0000028
PWP2,goP,GO:0000920
UTP13,goP,GO:0000480
UTP13,goP,GO:0000447
UTP13,goP,GO:0000472
UTP13,goP,GO:0030490
UTP13,goP,GO:0000462
NOP6,goP,GO:0030490
NOP6,goP,GO:0042274
NOP16,goP,GO:0042273
NOP16,goP,GO:0006364
IPI1,goP,GO:0000463
IPI1,goP,GO:0006267
IPI1,goP,GO:0030174
IPI1,goP,GO:0000027
IPI1,goP,GO:0006364
REX2,goP,GO:0000467
REX2,goP,GO:0000002
REX2,goP,GO:0034475
REX2,goP,GO:0034476
PXR1,goP,GO:0000494
PXR1,goP,GO:0030490
PXR1,goP,GO:0032211
PXR1,goP,GO:0090069
SGD1,goP,GO:0006972
SGD1,goP,GO:0030490
SGD1,goP,GO:0042274
SGD1,goP,GO:0032774
NAN1,goP,GO:0030490
NAN1,goP,GO:0000462
NAN1,goP,GO:2000234
NAN1,goP,GO:0045943
YTM1,goP,GO:0051276
YTM1,goP,GO:0000466
YTM1,goP,GO:0000463
YTM1,goP,GO:0110136
YTM1,goP,GO:0042273
YTM1,goP,GO:0006364
RCM1,goP,GO:0001510
RCM1,goP,GO:0070475
NIP7,goP,GO:1902626
NIP7,goP,GO:0000463
NIP7,goP,GO:0042273
NIP7,goP,GO:0042255
LAS1,goP,GO:0000448
LAS1,goP,GO:0000460
LAS1,goP,GO:0000470
BCD1,goP,GO:0000492
BCD1,goP,GO:0000463
BCD1,goP,GO:0042254
BCD1,goP,GO:0016074
BCD1,goP,GO:0048254
RPP1,goP,GO:0034965
RPP1,goP,GO:0000460
RPP1,goP,GO:0000294
RPP1,goP,GO:0090502
RPP1,goP,GO:0006364
RPP1,goP,GO:0001682
RPP1,goP,GO:0008033
KAP114,goP,GO:0051028
KAP114,goP,GO:0006607
KAP114,goP,GO:0006606
NOP53,goP,GO:0000460
NOP53,goP,GO:0000463
NOP53,goP,GO:0000027
NOP53,goP,GO:0000055
NOP53,goP,GO:0006364
UTP6,goP,GO:0000480
UTP6,goP,GO:0000447
UTP6,goP,GO:0000472
UTP6,goP,GO:0030490
UTP6,goP,GO:0000462
TSR4,goP,GO:0030490
TSR4,goP,GO:0042274
KRI1,goP,GO:0000447
FCF2,goP,GO:0000480
FCF2,goP,GO:0000447
FCF2,goP,GO:0000472
FCF2,goP,GO:0006396
BUD20,goP,GO:0000055
RPB8,goP,GO:0006366
RIX7,goP,GO:0051973
RIX7,goP,GO:0042273
RIX7,goP,GO:0000055
RIX7,goP,GO:0042254
NOP12,goP,GO:0000463
UTP5,goP,GO:0030490
UTP5,goP,GO:0000462
UTP5,goP,GO:0045943
SAS10,goP,GO:0007049
SAS10,goP,GO:0000480
SAS10,goP,GO:0000447
SAS10,goP,GO:0000472
SAS10,goP,GO:0030490
SAS10,goP,GO:0000462
REX4,goP,GO:0000027
REX4,goP,GO:0006364
RNH70,goP,GO:0000467
RNH70,goP,GO:0002107
RNH70,goP,GO:0034415
RNH70,goP,GO:0034476
MEX67,goP,GO:0006406
MEX67,goP,GO:0051168
MEX67,goP,GO:0016973
MEX67,goP,GO:0000055
MEX67,goP,GO:0000056
MEX67,goP,GO:0055085
POP1,goP,GO:0034965
POP1,goP,GO:0000460
POP1,goP,GO:0000294
POP1,goP,GO:0090502
POP1,goP,GO:0006364
POP1,goP,GO:0001682
POP1,goP,GO:0008033
MTR4,goP,GO:0000467
MTR4,goP,GO:0000460
MTR4,goP,GO:0006397
MTR4,goP,GO:0043629
MTR4,goP,GO:0071028
MTR4,goP,GO:0071031
MTR4,goP,GO:0071042
MTR4,goP,GO:0071035
MTR4,goP,GO:0071038
MTR4,goP,GO:0071051
MTR4,goP,GO:0006401
MTR4,goP,GO:0000292
MTR4,goP,GO:0043631
MTR4,goP,GO:0016075
MTR4,goP,GO:0034475
MTR4,goP,GO:0034476
UTP23,goP,GO:0000480
UTP23,goP,GO:0000447
UTP23,goP,GO:0000472
UTP23,goP,GO:0030490
UTP23,goP,GO:0000462
RRS1,goP,GO:0000447
RRS1,goP,GO:0042273
RRS1,goP,GO:0000055
GSP1,goP,GO:0000467
GSP1,goP,GO:0006997
GSP1,goP,GO:0016973
GSP1,goP,GO:0006606
GSP1,goP,GO:1901987
GSP1,goP,GO:0046822
GSP1,goP,GO:0000054
GSP2,goP,GO:0006997
GSP2,goP,GO:0016973
GSP2,goP,GO:0006606
GSP2,goP,GO:0000054
RNA1,goP,GO:0090630
RNA1,goP,GO:0006913
RNA1,goP,GO:0006606
RNA1,goP,GO:0000054
RNA1,goP,GO:0006404
RNA1,goP,GO:0006407
RNA1,goP,GO:0031509
RNA1,goP,GO:0006409
DIP2,goP,GO:0000480
DIP2,goP,GO:0000447
DIP2,goP,GO:0000472
DIP2,goP,GO:0030490
DIP2,goP,GO:0000462
SMT3,goP,GO:0016925
RAI1,goP,GO:0000448
RAI1,goP,GO:0031087
RAI1,goP,GO:0000466
RAI1,goP,GO:0000463
RAI1,goP,GO:0006397
RAI1,goP,GO:0110155
RAI1,goP,GO:0071035
RAI1,goP,GO:0000956
RAI1,goP,GO:0090305
RAI1,goP,GO:1904595
RAI1,goP,GO:0030846
PRP43,goP,GO:0000466
PRP43,goP,GO:0000463
PRP43,goP,GO:0030490
PRP43,goP,GO:0000462
PRP43,goP,GO:0042273
PRP43,goP,GO:0006364
PRP43,goP,GO:0000390
NOP9,goP,GO:0000480
NOP9,goP,GO:0000447
NOP9,goP,GO:0000472
NOP9,goP,GO:0030490
NOP9,goP,GO:0000056
ECM16,goP,GO:0030490
ECM16,goP,GO:0000462
ECM16,goP,GO:0042254
NMD5,goP,GO:0006606
UBC9,goP,GO:0051301
UBC9,goP,GO:0000022
UBC9,goP,GO:0016925
TRF5,goP,GO:0007049
TRF5,goP,GO:0051301
TRF5,goP,GO:0071044
TRF5,goP,GO:0043629
TRF5,goP,GO:0071039
TRF5,goP,GO:0071042
TRF5,goP,GO:0071035
TRF5,goP,GO:0071036
TRF5,goP,GO:0071037
TRF5,goP,GO:0071038
TRF5,goP,GO:0071051
TRF5,goP,GO:0031123
TRF5,goP,GO:0000292
TRF5,goP,GO:0043631
TRF5,goP,GO:0071050
TRF5,goP,GO:0034475
PAP2,goP,GO:0006284
PAP2,goP,GO:0051301
PAP2,goP,GO:0071044
PAP2,goP,GO:0051179
PAP2,goP,GO:0042138
PAP2,goP,GO:0043629
PAP2,goP,GO:0045910
PAP2,goP,GO:0071031
PAP2,goP,GO:0071040
PAP2,goP,GO:0071039
PAP2,goP,GO:0071042
PAP2,goP,GO:0071035
PAP2,goP,GO:0071036
PAP2,goP,GO:0071037
PAP2,goP,GO:0071038
PAP2,goP,GO:0071047
PAP2,goP,GO:0071051
PAP2,goP,GO:0031123
PAP2,goP,GO:0000292
PAP2,goP,GO:0043631
PAP2,goP,GO:0071050
PAP2,goP,GO:0006400
PAP2,goP,GO:0034475
SOF1,goP,GO:0030490
SOF1,goP,GO:0000462
PSE1,goP,GO:0006406
PSE1,goP,GO:0006606
PSE1,goP,GO:0007088
PSE1,goP,GO:0060188
MPP10,goP,GO:0000480
MPP10,goP,GO:0000447
MPP10,goP,GO:0000472
MPP10,goP,GO:0030490
LSG1,goP,GO:0015031
LSG1,goP,GO:0000027
LSG1,goP,GO:0000054
HRR25,goP,GO:0030242
HRR25,goP,GO:0006281
HRR25,goP,GO:0006897
HRR25,goP,GO:0045132
HRR25,goP,GO:0051455
HRR25,goP,GO:0018105
HRR25,goP,GO:2000370
HRR25,goP,GO:2000785
HRR25,goP,GO:0060628
HRR25,goP,GO:0032880
HRR25,goP,GO:2001159
HRR25,goP,GO:0106214
HRR25,goP,GO:0042273
HRR25,goP,GO:0042274
HRR25,goP,GO:0007165
HRR25,goP,GO:0002098
UTP14,goP,GO:0000480
UTP14,goP,GO:0000447
UTP14,goP,GO:0000472
UTP14,goP,GO:0030490
KAP104,goP,GO:0006606
BFR2,goP,GO:0000462
BFR2,goP,GO:0015031
BFR2,goP,GO:0006364
BFR2,goP,GO:0016192
UTP18,goP,GO:0000480
UTP18,goP,GO:0000447
UTP18,goP,GO:0000472
UTP18,goP,GO:0030490
UTP18,goP,GO:0000292
RRP8,goP,GO:0042273
RRP8,goP,GO:0031167
RRP8,goP,GO:0006364
RRP1,goP,GO:0006364
PUF6,goP,GO:0017148
PUF6,goP,GO:0050821
PUF6,goP,GO:0006417
PUF6,goP,GO:0042273
NSA2,goP,GO:0000460
NSA2,goP,GO:0000466
NSA2,goP,GO:0000470
NSA2,goP,GO:0000463
NSA2,goP,GO:0042273
NOC3,goP,GO:0051301
NOC3,goP,GO:0006270
NOC3,goP,GO:0006267
NOC3,goP,GO:0000027
NOC3,goP,GO:0042273
NOC3,goP,GO:0006364
UTP15,goP,GO:0030490
UTP15,goP,GO:0000462
UTP15,goP,GO:0045943
UTP15,goP,GO:0006364
ULP1,goP,GO:0000086
ULP1,goP,GO:0016926
RRP9,goP,GO:0000480
RRP9,goP,GO:0000447
RRP9,goP,GO:0000472
RRP9,goP,GO:0030490
RRB1,goP,GO:0042254
RRB1,goP,GO:0006364
NOP4,goP,GO:0000463
NOP4,goP,GO:0042273
NAR1,goP,GO:0016226
IMP3,goP,GO:0030490
IMP3,goP,GO:0042274
IMP3,goP,GO:0006364
EBP2,goP,GO:0000280
EBP2,goP,GO:0042273
EBP2,goP,GO:0006364
UTP4,goP,GO:0030490
UTP4,goP,GO:0000462
UTP4,goP,GO:0045943
UTP21,goP,GO:0030490
UTP21,goP,GO:0042274
UTP21,goP,GO:0006364
UTP11,goP,GO:0000480
UTP11,goP,GO:0000447
UTP11,goP,GO:0000472
UTP11,goP,GO:0030490
UTP11,goP,GO:0006364
UTP11,goP,GO:0006412
NOP15,goP,GO:0000463
NOP15,goP,GO:0042273
NOC4,goP,GO:0000480
NOC4,goP,GO:0000447
NOC4,goP,GO:0000472
NOC4,goP,GO:0030490
NOC4,goP,GO:0000028
NOC4,goP,GO:0042274
NOC4,goP,GO:0006364
UTP10,goP,GO:0000480
UTP10,goP,GO:0000447
UTP10,goP,GO:0000472
UTP10,goP,GO:0030490
UTP10,goP,GO:0000462
UTP10,goP,GO:0045943
MAK16,goP,GO:0007049
MAK16,goP,GO:0000460
MAK16,goP,GO:0000466
MAK16,goP,GO:0000470
MAK16,goP,GO:0000463
MAK16,goP,GO:0042273
RSP5,goP,GO:0034644
RSP5,goP,GO:0006325
RSP5,goP,GO:0032511
RSP5,goP,GO:0072671
RSP5,goP,GO:0007005
RSP5,goP,GO:0016973
RSP5,goP,GO:0045807
RSP5,goP,GO:0045723
RSP5,goP,GO:0032436
RSP5,goP,GO:0048260
RSP5,goP,GO:0045944
RSP5,goP,GO:2000397
RSP5,goP,GO:0043161
RSP5,goP,GO:0051865
RSP5,goP,GO:0006513
RSP5,goP,GO:0000209
RSP5,goP,GO:0016567
RSP5,goP,GO:0032956
RSP5,goP,GO:0010794
RSP5,goP,GO:0032443
RSP5,goP,GO:0031384
RSP5,goP,GO:0010793
RSP5,goP,GO:0010796
RSP5,goP,GO:0006808
RSP5,goP,GO:0019220
RSP5,goP,GO:0032880
RSP5,goP,GO:2000203
RSP5,goP,GO:2000232
RSP5,goP,GO:2000238
RSP5,goP,GO:2000235
RSP5,goP,GO:0010795
RSP5,goP,GO:0009410
RSP5,goP,GO:0034517
RSP5,goP,GO:0070086
RSP5,goP,GO:0006511
RSP5,goP,GO:0043162
KAP95,goP,GO:0051170
KAP95,goP,GO:0051028
KAP95,goP,GO:0006607
KAP95,goP,GO:0051292
KAP95,goP,GO:0006656
KAP95,goP,GO:0006606
KAP95,goP,GO:0006612
KAP95,goP,GO:0046822
KAP95,goP,GO:0060188
DRS2,goP,GO:0032456
DRS2,goP,GO:0006897
DRS2,goP,GO:0006886
DRS2,goP,GO:0045332
DRS2,goP,GO:0006892
DRS2,goP,GO:0000749
CKB2,goP,GO:0006974
CKB2,goP,GO:0030490
CKB2,goP,GO:0042790
CKB2,goP,GO:0006468
CKB2,goP,GO:0051726
CKB2,goP,GO:0080163
CKB2,goP,GO:0060962
CKB2,goP,GO:0006356
CKB2,goP,GO:0006359
CKB2,goP,GO:0000028
UTP7,goP,GO:0000480
UTP7,goP,GO:0000447
UTP7,goP,GO:0000472
UTP7,goP,GO:0030490
UTP7,goP,GO:0000462
NOP7,goP,GO:0000466
NOP7,goP,GO:0000463
NOP7,goP,GO:0000462
NOP7,goP,GO:0042273
NOP7,goP,GO:0006364
BRX1,goP,GO:0000464
BRX1,goP,GO:0000465
BRX1,goP,GO:0000027
TSR1,goP,GO:0000479
TSR1,goP,GO:0000461
TSR1,goP,GO:0000462
ENP2,goP,GO:0000462
ENP2,goP,GO:0042274
BMS1,goP,GO:0000480
BMS1,goP,GO:0000479
BMS1,goP,GO:0000472
BMS1,goP,GO:0030490
BMS1,goP,GO:0000462
BMS1,goP,GO:2000232
BMS1,goP,GO:0042274
CRM1,goP,GO:0006406
CRM1,goP,GO:0051168
CRM1,goP,GO:0006611
CRM1,goP,GO:0034501
CRM1,goP,GO:0000055
CRM1,goP,GO:0000056
MRD1,goP,GO:0000480
MRD1,goP,GO:0000447
MRD1,goP,GO:0000472
MRD1,goP,GO:0030490
MRD1,goP,GO:0071028
MRD1,goP,GO:0016973
MRD1,goP,GO:2000815
MRD1,goP,GO:0034462
SSF1,goP,GO:0000463
SSF1,goP,GO:0008361
SSF1,goP,GO:0000027
SSF2,goP,GO:0000027
SSF2,goP,GO:0006364
RRP12,goP,GO:0000462
RRP12,goP,GO:0042254
RRP12,goP,GO:0006364
ESF2,goP,GO:0000480
ESF2,goP,GO:0000447
ESF2,goP,GO:0000472
ESF2,goP,GO:0030490
ESF2,goP,GO:0034462
REI1,goP,GO:0007117
REI1,goP,GO:0000278
REI1,goP,GO:0006913
REI1,goP,GO:0042273
PWP1,goP,GO:0006364
NOC2,goP,GO:0000027
NOC2,goP,GO:0042273
ESF1,goP,GO:0030490
ESF1,goP,GO:0006364
NOP14,goP,GO:0000480
NOP14,goP,GO:0000447
NOP14,goP,GO:0000472
NOP14,goP,GO:0030490
NOP14,goP,GO:0000462
NOP14,goP,GO:0000028
NOP14,goP,GO:0042274
NOP14,goP,GO:0006364
UTP22,goP,GO:0030490
UTP22,goP,GO:0000462
UTP22,goP,GO:0042790
UTP22,goP,GO:0006468
UTP22,goP,GO:0060962
UTP22,goP,GO:0000028
UTP22,goP,GO:0006364
UTP22,goP,GO:0006409
RPF2,goP,GO:1902626
RPF2,goP,GO:0000466
RPF2,goP,GO:0000463
RPF2,goP,GO:0000027
KAP123,goP,GO:0051028
KAP123,goP,GO:0006607
KAP123,goP,GO:0006606
KAP123,goP,GO:2000220
UTP20,goP,GO:0000480
UTP20,goP,GO:0000447
UTP20,goP,GO:0000472
UTP20,goP,GO:0030490
NAP1,goP,GO:0007117
NAP1,goP,GO:0006607
NAP1,goP,GO:0006334
NAP1,goP,GO:0006337
NAP1,goP,GO:0043085
NAP1,goP,GO:2000617
NAP1,goP,GO:0031116
NAP1,goP,GO:0071902
NAP1,goP,GO:0032968
NAP1,goP,GO:0098841
NAP1,goP,GO:0042274
NAP1,goP,GO:0000921
NAP1,goP,GO:0000920
ERB1,goP,GO:0000466
ERB1,goP,GO:0000463
ERB1,goP,GO:0042273
ERB1,goP,GO:0006364
UTP25,goP,GO:0030490
UTP25,goP,GO:0000462
UTP25,goP,GO:0042274
MAK21,goP,GO:0000027
MAK21,goP,GO:0042273
ENP1,goP,GO:0000447
ENP1,goP,GO:0030490
ENP1,goP,GO:0016973
ENP1,goP,GO:0006364
SDA1,goP,GO:0007049
SDA1,goP,GO:0015031
SDA1,goP,GO:0042273
SDA1,goP,GO:0000055
SDA1,goP,GO:0007089
BMT5,goP,GO:0070475
URB1,goP,GO:0000466
URB1,goP,GO:0000463
URB1,goP,GO:0042273
NOP13,goP,GO:0097010
NOP13,goP,GO:0001731
BCP1,goP,GO:0006611
BCP1,goP,GO:0000055
BMT2,goP,GO:0008150
LTV1,goP,GO:1904669
LTV1,goP,GO:0034599
LTV1,goP,GO:0032456
LTV1,goP,GO:0030490
LTV1,goP,GO:0015031
LTV1,goP,GO:0006970
LTV1,goP,GO:0042274
LTV1,goP,GO:0000056
SQT1,goP,GO:0000027
SQT1,goP,GO:0042273
SXM1,goP,GO:0006406
SXM1,goP,GO:0006606
AFG2,goP,GO:0034214
AFG2,goP,GO:0009410
AFG2,goP,GO:0042273
URB2,goP,GO:0042273
URB2,goP,GO:0042254
URB2,goP,GO:0016072
URB2,goP,GO:0006364
NPL3,goP,GO:0000398
NPL3,goP,GO:2000805
NPL3,goP,GO:0017148
NPL3,goP,GO:0032968
NPL3,goP,GO:0042254
NPL3,goP,GO:0006415
RRP43,goP,GO:0043928
RRP43,goP,GO:0000467
RRP43,goP,GO:0006402
RRP43,goP,GO:0006397
RRP43,goP,GO:0070651
RRP43,goP,GO:0071028
RRP43,goP,GO:0071042
RRP43,goP,GO:0071035
RRP43,goP,GO:0071038
RRP43,goP,GO:0070478
RRP43,goP,GO:0034427
RRP43,goP,GO:0070481
RRP43,goP,GO:0071051
RRP43,goP,GO:0006401
RRP43,goP,GO:0006396
RRP43,goP,GO:0016075
RRP43,goP,GO:0016072
RRP43,goP,GO:0043628
RRP43,goP,GO:0034473
RRP43,goP,GO:0034475
RRP43,goP,GO:0034476
FAF1,goP,GO:0000462
RMP1,goP,GO:0000460
RMP1,goP,GO:0000466
RMP1,goP,GO:0000294
RSA3,goP,GO:0000027
RSA3,goP,GO:0042273
HCR1,goP,GO:0002181
HCR1,goP,GO:0001732
HCR1,goP,GO:0000462
POP7,goP,GO:0034965
POP7,goP,GO:0000460
POP7,goP,GO:0000294
POP7,goP,GO:0006364
POP7,goP,GO:0001682
POP7,goP,GO:0008033
LRP1,goP,GO:0000467
LRP1,goP,GO:0000460
LRP1,goP,GO:0071028
LRP1,goP,GO:0071039
LRP1,goP,GO:0071035
LRP1,goP,GO:0071051
LRP1,goP,GO:0000973
LRP1,goP,GO:1901917
LRP1,goP,GO:0010468
LRP1,goP,GO:0034475
LRP1,goP,GO:0034476
LOC1,goP,GO:0000480
LOC1,goP,GO:0000447
LOC1,goP,GO:0000472
LOC1,goP,GO:0008298
LOC1,goP,GO:0051028
LOC1,goP,GO:0017148
LOC1,goP,GO:0050821
LOC1,goP,GO:0042273
LOC1,goP,GO:0000055
NOP8,goP,GO:0000463
NOP8,goP,GO:0042273
POP8,goP,GO:0034965
POP8,goP,GO:0000460
POP8,goP,GO:0006379
POP8,goP,GO:0000294
POP8,goP,GO:0001682
POP8,goP,GO:0008033
MPP6,goP,GO:0000467
MPP6,goP,GO:0071031
MPP6,goP,GO:0071030
MPP6,goP,GO:0071039
MPP6,goP,GO:0071035
POP3,goP,GO:0034965
POP3,goP,GO:0000460
POP3,goP,GO:0000294
POP3,goP,GO:0090502
POP3,goP,GO:0006364
POP3,goP,GO:0001682
POP3,goP,GO:0008033
BUD21,goP,GO:0000447
BUD21,goP,GO:0000472
BUD21,goP,GO:0030490
BUD21,goP,GO:0000462
SNM1,goP,GO:0000460
SNM1,goP,GO:0006397
SNM1,goP,GO:0030541
SNM1,goP,GO:0006364
SNM1,goP,GO:0008033
SLX9,goP,GO:0030490
SLX9,goP,GO:0000462
SLX9,goP,GO:0000056
POP6,goP,GO:0034965
POP6,goP,GO:0000460
POP6,goP,GO:0000294
POP6,goP,GO:0006364
POP6,goP,GO:0001682
POP6,goP,GO:0008033
UTP9,goP,GO:0030490
UTP9,goP,GO:0000462
UTP9,goP,GO:0045943
FYV7,goP,GO:0030490
FYV7,goP,GO:0000462
CGR1,goP,GO:0042254
CGR1,goP,GO:0006364
NOP19,goP,GO:0000480
NOP19,goP,GO:0000447
NOP19,goP,GO:0000472
NOP19,goP,GO:0030490
NOP19,goP,GO:0000462
RSA1,goP,GO:0000492
RSA1,goP,GO:0000027
MTR2,goP,GO:0006406
MTR2,goP,GO:0006913
MTR2,goP,GO:0016973
MTR2,goP,GO:0006606
MTR2,goP,GO:0000055
MTR2,goP,GO:0000056
ECM1,goP,GO:0000055
ALB1,goP,GO:0042273
RIX1,goP,GO:0006267
RIX1,goP,GO:0030174
RIX1,goP,GO:0000027
RIX1,goP,GO:0006364
UTP8,goP,GO:0030490
UTP8,goP,GO:0000462
UTP8,goP,GO:0045943
UTP8,goP,GO:0006409
PIH1,goP,GO:0000492
PIH1,goP,GO:0006397
PIH1,goP,GO:0006457
PIH1,goP,GO:0050821
PIH1,goP,GO:0008361
PIH1,goP,GO:0008380
PIH1,goP,GO:0006364
NSA1,goP,GO:0042273
NSA1,goP,GO:0006364
SHQ1,goP,GO:0000493
NGL2,goP,GO:0006364
SYO1,goP,GO:0006606
SYO1,goP,GO:0042273
